XPOS	person	number	tense	mood	voice	gender	case	degree
article	_	sg	_	_	_	fem	dat	_
article	_	sg	_	_	_	fem	gen	_
article	_	sg	_	_	_	fem	nom	_
article	_	sg	_	_	_	fem	voc	_
article	_	sg	_	_	_	masc	acc	_
article	_	sg	_	_	_	masc	dat	_
article	_	sg	_	_	_	masc	gen	_
article	_	sg	_	_	_	masc	nom	_
article	_	sg	_	_	_	masc	voc	_
article	_	sg	_	_	_	neut	acc	_
article	_	sg	_	_	_	neut	dat	_
article	_	sg	_	_	_	neut	gen	_
article	_	sg	_	_	_	neut	nom	_
article	_	sg	_	_	_	neut	voc	_
article	_	pl	_	_	_	fem	acc	_
article	_	pl	_	_	_	fem	dat	_
article	_	pl	_	_	_	fem	gen	_
article	_	pl	_	_	_	fem	nom	_
article	_	pl	_	_	_	fem	voc	_
article	_	pl	_	_	_	masc	acc	_
article	_	pl	_	_	_	masc	dat	_
article	_	pl	_	_	_	masc	gen	_
article	_	pl	_	_	_	masc	nom	_
article	_	pl	_	_	_	masc	voc	_
article	_	pl	_	_	_	neut	acc	_
article	_	pl	_	_	_	neut	dat	_
article	_	pl	_	_	_	neut	gen	_
article	_	pl	_	_	_	neut	nom	_
article	_	pl	_	_	_	neut	voc	_
article	_	dual	_	_	_	fem	acc	_
article	_	dual	_	_	_	fem	dat	_
article	_	dual	_	_	_	fem	gen	_
article	_	dual	_	_	_	fem	nom	_
article	_	dual	_	_	_	fem	voc	_
article	_	dual	_	_	_	masc	acc	_
article	_	dual	_	_	_	masc	dat	_
article	_	dual	_	_	_	masc	gen	_
article	_	dual	_	_	_	masc	nom	_
article	_	dual	_	_	_	masc	voc	_
article	_	dual	_	_	_	neut	acc	_
article	_	dual	_	_	_	neut	dat	_
article	_	dual	_	_	_	neut	gen	_
article	_	dual	_	_	_	neut	nom	_
article	_	dual	_	_	_	neut	voc	_
conjunction	_	_	_	_	_	_	_	_
coordinator	_	_	_	_	_	_	_	_
demonstrative	_	sg	_	_	_	fem	acc	_
demonstrative	_	sg	_	_	_	fem	dat	_
demonstrative	_	sg	_	_	_	fem	gen	_
demonstrative	_	sg	_	_	_	fem	nom	_
demonstrative	_	sg	_	_	_	fem	voc	_
demonstrative	_	sg	_	_	_	masc	acc	_
demonstrative	_	sg	_	_	_	masc	dat	_
demonstrative	_	sg	_	_	_	masc	gen	_
demonstrative	_	sg	_	_	_	masc	nom	_
demonstrative	_	sg	_	_	_	masc	voc	_
demonstrative	_	sg	_	_	_	neut	acc	_
demonstrative	_	sg	_	_	_	neut	dat	_
demonstrative	_	sg	_	_	_	neut	gen	_
demonstrative	_	sg	_	_	_	neut	nom	_
demonstrative	_	sg	_	_	_	neut	voc	_
demonstrative	_	pl	_	_	_	fem	acc	_
demonstrative	_	pl	_	_	_	fem	dat	_
demonstrative	_	pl	_	_	_	fem	gen	_
demonstrative	_	pl	_	_	_	fem	nom	_
demonstrative	_	pl	_	_	_	fem	voc	_
demonstrative	_	pl	_	_	_	masc	acc	_
demonstrative	_	pl	_	_	_	masc	dat	_
demonstrative	_	pl	_	_	_	masc	gen	_
demonstrative	_	pl	_	_	_	masc	nom	_
demonstrative	_	pl	_	_	_	masc	voc	_
demonstrative	_	pl	_	_	_	neut	acc	_
demonstrative	_	pl	_	_	_	neut	dat	_
demonstrative	_	pl	_	_	_	neut	gen	_
demonstrative	_	pl	_	_	_	neut	nom	_
demonstrative	_	pl	_	_	_	neut	voc	_
demonstrative	_	dual	_	_	_	fem	acc	_
demonstrative	_	dual	_	_	_	fem	dat	_
demonstrative	_	dual	_	_	_	fem	gen	_
demonstrative	_	dual	_	_	_	fem	nom	_
demonstrative	_	dual	_	_	_	fem	voc	_
demonstrative	_	dual	_	_	_	masc	acc	_
demonstrative	_	dual	_	_	_	masc	dat	_
demonstrative	_	dual	_	_	_	masc	gen	_
demonstrative	_	dual	_	_	_	masc	nom	_
demonstrative	_	dual	_	_	_	masc	voc	_
demonstrative	_	dual	_	_	_	neut	acc	_
demonstrative	_	dual	_	_	_	neut	dat	_
demonstrative	_	dual	_	_	_	neut	gen	_
demonstrative	_	dual	_	_	_	neut	nom	_
demonstrative	_	dual	_	_	_	neut	voc	_
verb	1	sg	aor	ind	act	_	_	_
verb	1	sg	aor	ind	mid	_	_	_
verb	1	sg	aor	ind	pass	_	_	_
verb	1	sg	aor	opt	act	_	_	_
verb	1	sg	aor	opt	mid	_	_	_
verb	1	sg	aor	opt	pass	_	_	_
verb	1	sg	aor	subj	act	_	_	_
verb	1	sg	aor	subj	mid	_	_	_
verb	1	sg	aor	subj	pass	_	_	_
verb	1	sg	fut	ind	act	_	_	_
verb	1	sg	fut	ind	mid	_	_	_
verb	1	sg	fut	ind	pass	_	_	_
verb	1	sg	fut	opt	act	_	_	_
verb	1	sg	fut	opt	mid	_	_	_
verb	1	sg	fut	opt	pass	_	_	_
verb	1	sg	futpf	ind	act	_	_	_
verb	1	sg	futpf	ind	mid	_	_	_
verb	1	sg	futpf	opt	act	_	_	_
verb	1	sg	futpf	opt	mid	_	_	_
verb	1	sg	impf	ind	act	_	_	_
verb	1	sg	impf	ind	mid	_	_	_
verb	1	sg	pf	ind	act	_	_	_
verb	1	sg	pf	ind	mid	_	_	_
verb	1	sg	pf	opt	act	_	_	_
verb	1	sg	pf	opt	mid	_	_	_
verb	1	sg	pf	subj	act	_	_	_
verb	1	sg	pf	subj	mid	_	_	_
verb	1	sg	plupf	ind	act	_	_	_
verb	1	sg	plupf	ind	mid	_	_	_
verb	1	sg	pres	ind	act	_	_	_
verb	1	sg	pres	ind	mid	_	_	_
verb	1	sg	pres	opt	act	_	_	_
verb	1	sg	pres	opt	mid	_	_	_
verb	1	sg	pres	subj	act	_	_	_
verb	1	sg	pres	subj	mid	_	_	_
verb	1	pl	aor	ind	act	_	_	_
verb	1	pl	aor	ind	mid	_	_	_
verb	1	pl	aor	ind	pass	_	_	_
verb	1	pl	aor	opt	act	_	_	_
verb	1	pl	aor	opt	mid	_	_	_
verb	1	pl	aor	opt	pass	_	_	_
verb	1	pl	aor	subj	act	_	_	_
verb	1	pl	aor	subj	mid	_	_	_
verb	1	pl	aor	subj	pass	_	_	_
verb	1	pl	fut	ind	act	_	_	_
verb	1	pl	fut	ind	mid	_	_	_
verb	1	pl	fut	ind	pass	_	_	_
verb	1	pl	fut	opt	act	_	_	_
verb	1	pl	fut	opt	mid	_	_	_
verb	1	pl	fut	opt	pass	_	_	_
verb	1	pl	futpf	ind	act	_	_	_
verb	1	pl	futpf	ind	mid	_	_	_
verb	1	pl	futpf	opt	act	_	_	_
verb	1	pl	futpf	opt	mid	_	_	_
verb	1	pl	impf	ind	act	_	_	_
verb	1	pl	impf	ind	mid	_	_	_
verb	1	pl	pf	ind	act	_	_	_
verb	1	pl	pf	ind	mid	_	_	_
verb	1	pl	pf	opt	act	_	_	_
verb	1	pl	pf	opt	mid	_	_	_
verb	1	pl	pf	subj	act	_	_	_
verb	1	pl	pf	subj	mid	_	_	_
verb	1	pl	plupf	ind	act	_	_	_
verb	1	pl	plupf	ind	mid	_	_	_
verb	1	pl	pres	ind	act	_	_	_
verb	1	pl	pres	ind	mid	_	_	_
verb	1	pl	pres	opt	act	_	_	_
verb	1	pl	pres	opt	mid	_	_	_
verb	1	pl	pres	subj	act	_	_	_
verb	1	pl	pres	subj	mid	_	_	_
verb	1	dual	aor	ind	act	_	_	_
verb	1	dual	aor	ind	mid	_	_	_
verb	1	dual	aor	ind	pass	_	_	_
verb	1	dual	aor	opt	act	_	_	_
verb	1	dual	aor	opt	mid	_	_	_
verb	1	dual	aor	opt	pass	_	_	_
verb	1	dual	aor	subj	act	_	_	_
verb	1	dual	aor	subj	mid	_	_	_
verb	1	dual	aor	subj	pass	_	_	_
verb	1	dual	fut	ind	act	_	_	_
verb	1	dual	fut	ind	mid	_	_	_
verb	1	dual	fut	ind	pass	_	_	_
verb	1	dual	fut	opt	act	_	_	_
verb	1	dual	fut	opt	mid	_	_	_
verb	1	dual	fut	opt	pass	_	_	_
verb	1	dual	futpf	ind	act	_	_	_
verb	1	dual	futpf	ind	mid	_	_	_
verb	1	dual	futpf	opt	act	_	_	_
verb	1	dual	futpf	opt	mid	_	_	_
verb	1	dual	impf	ind	act	_	_	_
verb	1	dual	impf	ind	mid	_	_	_
verb	1	dual	pf	ind	act	_	_	_
verb	1	dual	pf	ind	mid	_	_	_
verb	1	dual	pf	opt	act	_	_	_
verb	1	dual	pf	opt	mid	_	_	_
verb	1	dual	pf	subj	act	_	_	_
verb	1	dual	pf	subj	mid	_	_	_
verb	1	dual	plupf	ind	act	_	_	_
verb	1	dual	plupf	ind	mid	_	_	_
verb	1	dual	pres	ind	act	_	_	_
verb	1	dual	pres	ind	mid	_	_	_
verb	1	dual	pres	opt	act	_	_	_
verb	1	dual	pres	opt	mid	_	_	_
verb	1	dual	pres	subj	act	_	_	_
verb	1	dual	pres	subj	mid	_	_	_
verb	2	sg	aor	imp	act	_	_	_
verb	2	sg	aor	imp	mid	_	_	_
verb	2	sg	aor	imp	pass	_	_	_
verb	2	sg	aor	ind	act	_	_	_
verb	2	sg	aor	ind	mid	_	_	_
verb	2	sg	aor	ind	pass	_	_	_
verb	2	sg	aor	opt	act	_	_	_
verb	2	sg	aor	opt	mid	_	_	_
verb	2	sg	aor	opt	pass	_	_	_
verb	2	sg	aor	subj	act	_	_	_
verb	2	sg	aor	subj	mid	_	_	_
verb	2	sg	aor	subj	pass	_	_	_
verb	2	sg	fut	ind	act	_	_	_
verb	2	sg	fut	ind	mid	_	_	_
verb	2	sg	fut	ind	pass	_	_	_
verb	2	sg	fut	opt	act	_	_	_
verb	2	sg	fut	opt	mid	_	_	_
verb	2	sg	fut	opt	pass	_	_	_
verb	2	sg	futpf	ind	act	_	_	_
verb	2	sg	futpf	ind	mid	_	_	_
verb	2	sg	futpf	opt	act	_	_	_
verb	2	sg	futpf	opt	mid	_	_	_
verb	2	sg	impf	ind	act	_	_	_
verb	2	sg	impf	ind	mid	_	_	_
verb	2	sg	pf	imp	act	_	_	_
verb	2	sg	pf	imp	mid	_	_	_
verb	2	sg	pf	ind	act	_	_	_
verb	2	sg	pf	ind	mid	_	_	_
verb	2	sg	pf	opt	act	_	_	_
verb	2	sg	pf	opt	mid	_	_	_
verb	2	sg	pf	subj	act	_	_	_
verb	2	sg	pf	subj	mid	_	_	_
verb	2	sg	plupf	ind	act	_	_	_
verb	2	sg	plupf	ind	mid	_	_	_
verb	2	sg	pres	imp	act	_	_	_
verb	2	sg	pres	imp	mid	_	_	_
verb	2	sg	pres	ind	act	_	_	_
verb	2	sg	pres	ind	mid	_	_	_
verb	2	sg	pres	opt	act	_	_	_
verb	2	sg	pres	opt	mid	_	_	_
verb	2	sg	pres	subj	act	_	_	_
verb	2	sg	pres	subj	mid	_	_	_
verb	2	pl	aor	imp	act	_	_	_
verb	2	pl	aor	imp	mid	_	_	_
verb	2	pl	aor	imp	pass	_	_	_
verb	2	pl	aor	ind	act	_	_	_
verb	2	pl	aor	ind	mid	_	_	_
verb	2	pl	aor	ind	pass	_	_	_
verb	2	pl	aor	opt	act	_	_	_
verb	2	pl	aor	opt	mid	_	_	_
verb	2	pl	aor	opt	pass	_	_	_
verb	2	pl	aor	subj	act	_	_	_
verb	2	pl	aor	subj	mid	_	_	_
verb	2	pl	aor	subj	pass	_	_	_
verb	2	pl	fut	ind	act	_	_	_
verb	2	pl	fut	ind	mid	_	_	_
verb	2	pl	fut	ind	pass	_	_	_
verb	2	pl	fut	opt	act	_	_	_
verb	2	pl	fut	opt	mid	_	_	_
verb	2	pl	fut	opt	pass	_	_	_
verb	2	pl	futpf	ind	act	_	_	_
verb	2	pl	futpf	ind	mid	_	_	_
verb	2	pl	futpf	opt	act	_	_	_
verb	2	pl	futpf	opt	mid	_	_	_
verb	2	pl	impf	ind	act	_	_	_
verb	2	pl	impf	ind	mid	_	_	_
verb	2	pl	pf	imp	act	_	_	_
verb	2	pl	pf	imp	mid	_	_	_
verb	2	pl	pf	ind	act	_	_	_
verb	2	pl	pf	ind	mid	_	_	_
verb	2	pl	pf	opt	act	_	_	_
verb	2	pl	pf	opt	mid	_	_	_
verb	2	pl	pf	subj	act	_	_	_
verb	2	pl	pf	subj	mid	_	_	_
verb	2	pl	plupf	ind	act	_	_	_
verb	2	pl	plupf	ind	mid	_	_	_
verb	2	pl	pres	imp	act	_	_	_
verb	2	pl	pres	imp	mid	_	_	_
verb	2	pl	pres	ind	act	_	_	_
verb	2	pl	pres	ind	mid	_	_	_
verb	2	pl	pres	opt	act	_	_	_
verb	2	pl	pres	opt	mid	_	_	_
verb	2	pl	pres	subj	act	_	_	_
verb	2	pl	pres	subj	mid	_	_	_
verb	2	dual	aor	imp	act	_	_	_
verb	2	dual	aor	imp	mid	_	_	_
verb	2	dual	aor	imp	pass	_	_	_
verb	2	dual	aor	ind	act	_	_	_
verb	2	dual	aor	ind	mid	_	_	_
verb	2	dual	aor	ind	pass	_	_	_
verb	2	dual	aor	opt	act	_	_	_
verb	2	dual	aor	opt	mid	_	_	_
verb	2	dual	aor	opt	pass	_	_	_
verb	2	dual	aor	subj	act	_	_	_
verb	2	dual	aor	subj	mid	_	_	_
verb	2	dual	aor	subj	pass	_	_	_
verb	2	dual	fut	ind	act	_	_	_
verb	2	dual	fut	ind	mid	_	_	_
verb	2	dual	fut	ind	pass	_	_	_
verb	2	dual	fut	opt	act	_	_	_
verb	2	dual	fut	opt	mid	_	_	_
verb	2	dual	fut	opt	pass	_	_	_
verb	2	dual	futpf	ind	act	_	_	_
verb	2	dual	futpf	ind	mid	_	_	_
verb	2	dual	futpf	opt	act	_	_	_
verb	2	dual	futpf	opt	mid	_	_	_
verb	2	dual	impf	ind	act	_	_	_
verb	2	dual	impf	ind	mid	_	_	_
verb	2	dual	pf	imp	act	_	_	_
verb	2	dual	pf	imp	mid	_	_	_
verb	2	dual	pf	ind	act	_	_	_
verb	2	dual	pf	ind	mid	_	_	_
verb	2	dual	pf	opt	act	_	_	_
verb	2	dual	pf	opt	mid	_	_	_
verb	2	dual	pf	subj	act	_	_	_
verb	2	dual	pf	subj	mid	_	_	_
verb	2	dual	plupf	ind	act	_	_	_
verb	2	dual	plupf	ind	mid	_	_	_
verb	2	dual	pres	imp	act	_	_	_
verb	2	dual	pres	imp	mid	_	_	_
verb	2	dual	pres	ind	act	_	_	_
verb	2	dual	pres	ind	mid	_	_	_
verb	2	dual	pres	opt	act	_	_	_
verb	2	dual	pres	opt	mid	_	_	_
verb	2	dual	pres	subj	act	_	_	_
verb	2	dual	pres	subj	mid	_	_	_
verb	3	sg	aor	imp	act	_	_	_
verb	3	sg	aor	imp	mid	_	_	_
verb	3	sg	aor	imp	pass	_	_	_
verb	3	sg	aor	ind	act	_	_	_
verb	3	sg	aor	ind	mid	_	_	_
verb	3	sg	aor	ind	pass	_	_	_
verb	3	sg	aor	opt	act	_	_	_
verb	3	sg	aor	opt	mid	_	_	_
verb	3	sg	aor	opt	pass	_	_	_
verb	3	sg	aor	subj	act	_	_	_
verb	3	sg	aor	subj	mid	_	_	_
verb	3	sg	aor	subj	pass	_	_	_
verb	3	sg	fut	ind	act	_	_	_
verb	3	sg	fut	ind	mid	_	_	_
verb	3	sg	fut	ind	pass	_	_	_
verb	3	sg	fut	opt	act	_	_	_
verb	3	sg	fut	opt	mid	_	_	_
verb	3	sg	fut	opt	pass	_	_	_
verb	3	sg	futpf	ind	act	_	_	_
verb	3	sg	futpf	ind	mid	_	_	_
verb	3	sg	futpf	opt	act	_	_	_
verb	3	sg	futpf	opt	mid	_	_	_
verb	3	sg	impf	ind	act	_	_	_
verb	3	sg	impf	ind	mid	_	_	_
verb	3	sg	pf	imp	act	_	_	_
verb	3	sg	pf	imp	mid	_	_	_
verb	3	sg	pf	ind	act	_	_	_
verb	3	sg	pf	ind	mid	_	_	_
verb	3	sg	pf	opt	act	_	_	_
verb	3	sg	pf	opt	mid	_	_	_
verb	3	sg	pf	subj	act	_	_	_
verb	3	sg	pf	subj	mid	_	_	_
verb	3	sg	plupf	ind	act	_	_	_
verb	3	sg	plupf	ind	mid	_	_	_
verb	3	sg	pres	imp	act	_	_	_
verb	3	sg	pres	imp	mid	_	_	_
verb	3	sg	pres	ind	act	_	_	_
verb	3	sg	pres	ind	mid	_	_	_
verb	3	sg	pres	opt	act	_	_	_
verb	3	sg	pres	opt	mid	_	_	_
verb	3	sg	pres	subj	act	_	_	_
verb	3	sg	pres	subj	mid	_	_	_
verb	3	pl	aor	imp	act	_	_	_
verb	3	pl	aor	imp	mid	_	_	_
verb	3	pl	aor	imp	pass	_	_	_
verb	3	pl	aor	ind	act	_	_	_
verb	3	pl	aor	ind	mid	_	_	_
verb	3	pl	aor	ind	pass	_	_	_
verb	3	pl	aor	opt	act	_	_	_
verb	3	pl	aor	opt	mid	_	_	_
verb	3	pl	aor	opt	pass	_	_	_
verb	3	pl	aor	subj	act	_	_	_
verb	3	pl	aor	subj	mid	_	_	_
verb	3	pl	aor	subj	pass	_	_	_
verb	3	pl	fut	ind	act	_	_	_
verb	3	pl	fut	ind	mid	_	_	_
verb	3	pl	fut	ind	pass	_	_	_
verb	3	pl	fut	opt	act	_	_	_
verb	3	pl	fut	opt	mid	_	_	_
verb	3	pl	fut	opt	pass	_	_	_
verb	3	pl	futpf	ind	act	_	_	_
verb	3	pl	futpf	ind	mid	_	_	_
verb	3	pl	futpf	opt	act	_	_	_
verb	3	pl	futpf	opt	mid	_	_	_
verb	3	pl	impf	ind	act	_	_	_
verb	3	pl	impf	ind	mid	_	_	_
verb	3	pl	pf	imp	act	_	_	_
verb	3	pl	pf	imp	mid	_	_	_
verb	3	pl	pf	ind	act	_	_	_
verb	3	pl	pf	ind	mid	_	_	_
verb	3	pl	pf	opt	act	_	_	_
verb	3	pl	pf	opt	mid	_	_	_
verb	3	pl	pf	subj	act	_	_	_
verb	3	pl	pf	subj	mid	_	_	_
verb	3	pl	plupf	ind	act	_	_	_
verb	3	pl	plupf	ind	mid	_	_	_
verb	3	pl	pres	imp	act	_	_	_
verb	3	pl	pres	imp	mid	_	_	_
verb	3	pl	pres	ind	act	_	_	_
verb	3	pl	pres	ind	mid	_	_	_
verb	3	pl	pres	opt	act	_	_	_
verb	3	pl	pres	opt	mid	_	_	_
verb	3	pl	pres	subj	act	_	_	_
verb	3	pl	pres	subj	mid	_	_	_
verb	3	dual	aor	imp	act	_	_	_
verb	3	dual	aor	imp	mid	_	_	_
verb	3	dual	aor	imp	pass	_	_	_
verb	3	dual	aor	ind	act	_	_	_
verb	3	dual	aor	ind	mid	_	_	_
verb	3	dual	aor	ind	pass	_	_	_
verb	3	dual	aor	opt	act	_	_	_
verb	3	dual	aor	opt	mid	_	_	_
verb	3	dual	aor	opt	pass	_	_	_
verb	3	dual	aor	subj	act	_	_	_
verb	3	dual	aor	subj	mid	_	_	_
verb	3	dual	aor	subj	pass	_	_	_
verb	3	dual	fut	ind	act	_	_	_
